Frame number,Identity number,Bounding box left,Bounding box top,Bounding box width,Bounding box height,Area,Centroid,xCentroid,yCentroid
741,3,16,172,35,66,1168,,30.127568493150687,208.73715753424656
741,4,558,186,59,136,3671,,584.6717515663307,257.57096159084716
741,6,442,188,29,84,1369,,455.34404674945216,233.43243243243242
741,1,270,199,40,85,1804,,285.4977827050998,244.42405764966742
741,5,342,205,36,86,1878,,358.1980830670926,249.3738019169329
741,17,130,220,27,79,1337,,141.27449513836947,259.5736724008975
742,8,745,64,18,35,417,,752.4028776978417,80.96882494004797
742,15,627,118,26,58,664,,639.277108433735,153.10843373493975
742,3,14,171,32,66,1126,,26.05417406749556,207.8214920071048
742,4,555,186,62,136,3599,,585.9255348707975,258.6851903306474
742,6,437,188,32,84,1244,,452.2837620578778,234.943729903537
742,1,269,202,40,84,1747,,282.80137378362906,245.3028048082427
742,5,345,205,39,87,1867,,361.5008034279593,253.0316014997322
742,17,132,220,37,78,1395,,145.24014336917563,260.7856630824373
743,8,746,60,19,38,470,,755.5382978723404,78.65957446808511
743,15,634,121,18,54,548,,644.7591240875912,151.58211678832117
743,2,5,171,30,64,883,,17.05096262740657,201.17214043035108
743,22,550,186,32,74,1332,,563.1884384384384,226.35585585585585
743,14,433,188,21,33,241,,442.91701244813277,203.00829875518673
743,1,261,204,37,83,1803,,276.69883527454243,245.9151414309484
743,5,352,207,42,89,1941,,369.21792890262753,257.81658938691396
743,17,139,216,29,83,1381,,153.19188993482985,257.00144822592324
743,4,596,223,26,99,1691,,609.0538143110585,276.0171496156121
743,6,424,245,39,26,619,,444.15831987075927,259.21647819063
744,8,746,60,22,40,469,,755.7867803837953,78.92110874200426
744,15,640,123,15,52,460,,648.3021739130435,149.02608695652174
744,2,0,170,32,65,1083,,12.903047091412743,203.51985226223454
744,22,547,183,29,76,1264,,560.0348101265823,222.97151898734177
744,1,257,205,37,84,1715,,273.6956268221574,245.0268221574344
744,5,354,207,43,89,2154,,373.4944289693593,257.97725162488393
744,17,146,214,27,80,1314,,157.4779299847793,254.14992389649925
744,4,597,223,33,100,2007,,614.1788739412058,279.7688091679123
744,6,423,245,34,25,472,,441.00847457627117,259.76271186440675
745,8,748,60,17,39,461,,756.3991323210412,78.34490238611714
745,15,643,124,16,51,510,,651.3392156862745,150.3392156862745
745,2,0,170,25,65,1018,,9.173870333988212,204.02161100196463
745,22,544,182,26,75,1140,,556.1815789473684,219.21140350877192
745,1,254,207,39,84,1726,,271.65121668597914,247.61239860950172
745,5,359,208,41,88,2072,,377.87403474903476,257.1587837837838
745,17,150,213,27,78,1219,,162.45365053322396,248.73338802296965
745,4,599,222,48,101,2247,,619.5727636849132,283.00400534045394
745,6,415,244,33,24,464,,430.76508620689657,258.26508620689657
746,8,747,62,21,37,460,,756.195652173913,78.14782608695653
746,15,645,125,27,51,677,,657.3530280649926,153.6115214180207
746,2,0,175,13,58,504,,4.121031746031746,205.48214285714286
746,22,530,181,35,74,1461,,547.8713210130048,224.80492813141683
746,5,372,185,67,117,3083,,397.7002919234512,250.98118715536816
746,17,159,212,38,77,1460,,171.81849315068493,253.4719178082192
746,1,249,217,41,78,1707,,267.39894551845344,252.5998828353837
746,4,601,224,52,99,2222,,628.2074707470747,284.1939693969397
747,8,738,58,30,41,795,,754.2767295597484,77.32201257861635
747,15,647,119,25,57,701,,660.0970042796006,150.94151212553496
747,2,0,181,14,51,319,,3.3605015673981193,211.47648902821317
747,22,526,182,39,73,1497,,544.0928523714094,225.25250501002003
747,5,376,186,63,117,3273,,399.99266727772687,251.85029025358998
747,17,163,211,34,76,1414,,176.33521923620933,252.18458274398867
747,1,248,210,40,85,1795,,265.1130919220056,251.34206128133704
747,4,608,223,46,100,2064,,633.7485465116279,282.6656976744186
748,8,737,57,31,44,834,,753.543165467626,77.54076738609113
748,15,653,117,20,59,645,,663.2279069767442,148.53643410852712
748,22,524,182,39,73,1471,,540.1774303195106,224.45275322909586
748,5,378,186,53,117,3144,,401.6583969465649,250.95101781170484
748,17,170,210,27,80,1236,,180.26537216828478,249.75242718446603
748,1,247,210,37,85,1793,,263.13608477412157,250.7601784718349
748,4,618,223,36,103,1803,,639.4475873544093,281.08097615085967
749,8,736,57,32,42,943,,753.2439024390244,75.55991516436903
749,15,661,123,19,53,648,,669.895061728395,149.9398148148148
749,22,519,180,25,73,1290,,531.3015503875969,218.05581395348838
749,5,385,183,36,120,2420,,401.81198347107437,246.63471074380166
749,17,179,210,25,72,1238,,189.36510500807753,248.30290791599353
749,1,244,214,34,87,1907,,259.1179863660199,257.581017304667
749,4,632,222,38,102,2169,,649.8805901337022,281.01198709082524
750,8,736,57,32,42,979,,753.2349336057201,75.16547497446373
750,15,663,119,26,58,713,,672.9719495091164,151.3295932678822
750,22,514,180,26,73,1271,,526.9795436664044,218.36742722265933
750,5,378,183,46,120,2771,,401.9231324431613,244.28148682785996
750,17,181,211,40,72,1406,,194.90256045519203,252.60526315789474
750,4,632,223,48,100,2302,,653.7432667245873,280.6863596872285
750,1,242,224,35,80,1855,,257.3676549865229,260.58167115902967
751,8,737,56,31,44,1030,,752.6320388349515,74.73300970873787
751,15,665,119,26,59,708,,675.4152542372881,150.75564971751413
751,22,509,180,29,73,1328,,523.1114457831326,219.04743975903614
751,5,371,184,60,120,3287,,401.0039549741405,247.36811682385152
751,17,182,208,45,73,1450,,198.35862068965517,251.24827586206897
751,1,239,225,37,81,1868,,255.44271948608136,261.04496788008566
751,4,634,224,46,99,2354,,656.6525063721325,279.1448598130841
752,8,737,56,31,42,1008,,752.8025793650794,74.50992063492063
752,15,665,119,26,59,716,,677.727653631285,150.81983240223462
752,22,506,177,31,76,1343,,519.8726731198809,218.14072970960535
752,5,367,184,73,123,3363,,400.76300921796013,250.8230746357419
752,17,186,207,42,77,1462,,202.63953488372093,251.1655266757866
752,1,236,218,39,88,1976,,253.31730769230768,260.6892712550607
752,4,635,221,44,104,2479,,659.5671641791045,277.23799919322306
753,8,737,56,31,42,946,,752.4894291754757,74.45137420718817
753,15,674,121,19,57,648,,683.7685185185185,150.01234567901236
753,22,499,179,27,73,1187,,512.8542544229149,214.50631844987362
753,5,362,182,34,80,1405,,374.75160142348756,224.5153024911032
753,1,201,211,67,97,3154,,236.30913126188966,254.29296131896004
753,4,648,216,37,102,2436,,666.5870279146142,269.59893267651887
753,6,406,244,38,64,1216,,423.19736842105266,279.875
754,8,737,56,31,42,909,,752.3146314631463,75.34653465346534
754,15,676,125,20,31,403,,686.059553349876,138.45657568238212
754,22,496,178,27,73,1286,,508.950233281493,214.49533437013997
754,5,352,181,33,81,1499,,368.84789859906607,223.07471647765178
754,1,204,210,64,103,3185,,237.97770800627944,254.82574568288854
754,4,653,218,35,99,2253,,669.4203284509542,266.40790057700843
754,6,409,244,37,64,1398,,427.9113018597997,274.4692417739628
755,8,736,55,32,42,932,,751.3562231759656,74.75
755,15,679,121,21,36,437,,689.025171624714,138.62471395881008
755,22,485,179,35,71,1486,,501.5794078061911,217.11978465679678
755,5,338,182,44,78,1703,,359.7328244274809,226.62008220786848
755,1,212,206,56,110,3285,,240.524200913242,257.6943683409437
755,4,656,214,34,102,2200,,671.8527272727273,264.64454545454544
755,6,419,239,45,73,1516,,440.08641160949867,275.37730870712403
756,8,735,55,33,45,976,,751.0686475409836,75.68340163934427
756,15,680,122,20,36,410,,690.1487804878049,139.88292682926829
756,22,484,180,34,69,1475,,498.0271186440678,217.72338983050847
756,5,336,182,44,78,1749,,355.50314465408803,226.58319039451115
756,1,215,209,59,109,3259,,243.79104019637927,259.4400122737036
756,4,657,215,33,101,2144,,672.3348880597015,264.62126865671644
756,6,425,232,43,82,1785,,444.9350140056022,276.40056022408965
757,8,735,57,33,43,941,,751.2040382571732,75.04782146652498
757,15,681,122,20,39,445,,691.1797752808989,140.1685393258427
757,22,481,179,34,71,1436,,494.4359331476323,218.11559888579387
757,5,336,182,40,78,1671,,350.9527229204069,225.69718731298624
757,1,218,204,58,114,3087,,245.48266925817947,259.4548104956268
757,4,657,215,33,100,2172,,672.7886740331492,263.0985267034991
757,6,428,221,43,93,1885,,449.3745358090186,274.6249336870027
758,8,735,56,33,44,994,,752.0020120724346,74.37122736418512
758,15,682,123,21,60,681,,691.885462555066,151.06020558002936
758,22,479,179,28,73,1175,,490.35063829787237,215.8859574468085
758,5,333,180,31,80,1501,,345.80479680213193,222.92804796802133
758,1,221,202,55,117,3000,,246.14366666666666,258.56266666666664
758,4,657,213,33,98,2208,,673.1766304347826,261.7513586956522
758,6,437,221,34,93,1868,,453.2264453961456,272.11777301927197
759,8,736,56,32,44,949,,751.5247629083245,74.40674394099052
759,15,683,123,21,60,720,,693.7,153.33194444444445
759,5,323,180,30,79,1303,,336.5464313123561,221.63775901765158
759,6,450,181,49,134,3048,,470.94192913385825,251.04002624671915
759,1,226,204,55,123,3005,,249.35074875207988,261.5108153078203
759,4,656,211,32,96,2070,,671.9893719806763,259.2062801932367
760,8,736,55,32,45,980,,751.4755102040816,74.46122448979592
760,15,684,123,22,62,797,,694.9109159347553,154.2245922208281
760,5,316,180,34,78,1455,,332.0041237113402,224.80893470790377
760,6,452,183,47,134,3196,,472.3322903629537,255.24718397997498
760,1,229,204,52,125,2965,,251.33929173693085,262.6037099494098
760,4,655,208,31,99,1960,,669.9117346938775,256.90816326530614
761,8,735,55,33,46,992,,751.6824596774194,75.5241935483871
761,15,686,125,22,61,732,,695.7923497267759,155.22267759562843
761,5,314,180,35,78,1379,,328.64031907179117,224.51414068165337
761,6,453,183,40,136,2961,,473.1783181357649,257.9817629179331
761,1,230,203,55,125,2943,,253.90451919809718,263.488956846755
761,4,652,208,31,99,1885,,668.1198938992043,257.2318302387268
762,8,736,56,32,45,951,,751.8412197686646,75.0136698212408
762,15,687,125,22,61,746,,696.9316353887399,154.49195710455763
762,5,309,179,36,79,1245,,324.21847389558235,223.16144578313254
762,6,456,183,38,136,2772,,473.32034632034635,258.1886724386724
762,1,236,200,44,130,2862,,256.8046820405311,263.8602375960867
762,4,651,208,30,98,1771,,666.7312252964427,258.7442123094297
763,8,737,56,31,44,895,,752.0525139664804,74.1463687150838
763,15,688,126,22,60,737,,697.898236092266,154.64993215739486
763,6,455,183,39,136,2862,,473.13731656184484,253.74318658280922
763,5,308,190,29,66,1082,,319.2800369685767,223.61460258780036
763,1,241,198,39,132,2791,,260.28197778573985,264.5668219276245
763,4,649,206,31,99,1652,,664.9430992736078,257.3989104116223
764,8,736,56,32,41,823,,752.7387606318348,74.28432563791009
764,15,689,127,22,58,696,,698.8563218390805,153.875
764,6,443,185,59,135,3056,,472.964332460733,252.51439790575915
764,5,299,191,31,68,1234,,314.4756888168558,227.36871961102108
764,1,245,198,42,132,2831,,263.5294948781349,266.35075944895794
764,4,649,204,29,99,1623,,662.8219346888478,255.8958718422674
765,8,736,55,32,41,854,,751.9180327868852,72.37236533957845
765,15,689,126,22,61,789,,699.1356147021546,154.80608365019012
765,5,292,178,37,81,1395,,310.3483870967742,225.95555555555555
765,6,435,187,72,137,3224,,473.98356079404465,256.32506203473946
765,1,248,198,51,134,3059,,267.4867603792089,269.1915658711997
765,4,648,204,26,97,1678,,660.4088200238378,255.35876042908225
766,8,738,54,30,43,913,,753.2683461117196,71.91675794085432
766,15,689,131,22,59,727,,698.5460797799175,158.5337001375516
766,1,255,179,68,157,4484,,283.8519179304193,257.31266726137375
766,14,433,188,32,73,919,,447.3427638737758,230.19260065288356
766,4,633,203,39,94,1911,,655.1036106750392,257.7728937728938
766,13,478,230,37,98,1890,,497.3698412698413,285.29470899470897
767,8,738,54,30,46,905,,754.0055248618785,72.68066298342542
767,15,688,131,22,60,759,,697.8537549407115,158.74440052700922
767,1,261,178,57,157,4304,,286.24790892193306,256.9981412639405
767,4,627,203,43,94,1900,,652.1815789473684,257.6478947368421
767,13,484,231,35,96,1792,,501.25669642857144,283.90345982142856
767,14,435,245,19,17,272,,443.1985294117647,253.46691176470588
768,8,737,53,31,43,987,,753.4447821681864,71.94528875379939
768,15,687,131,23,60,746,,696.9892761394102,159.4544235924933
768,1,265,178,50,157,4207,,288.48704540052296,252.33658188733065
768,4,627,203,43,95,1941,,649.8320453374549,257.5667181865018
768,13,492,231,30,96,1790,,506.4888268156425,282.1418994413408
768,14,425,245,25,21,311,,436.8102893890675,256.09003215434086
769,8,739,53,29,44,949,,754.0748155953636,71.60168598524763
769,15,685,129,23,62,712,,695.123595505618,157.56179775280899
769,1,267,178,60,164,4297,,293.24458924831276,258.16732604142425
769,4,627,202,39,94,1894,,643.6642027455122,255.25237592397042
769,13,498,233,44,97,2136,,516.3394194756554,289.42883895131087
769,14,409,244,36,24,522,,426.0689655172414,256.7701149425287
770,8,738,53,30,44,932,,753.5107296137339,71.15236051502146
770,15,685,130,23,63,652,,694.7484662576687,158.36656441717793
770,1,269,187,61,156,4193,,296.4540901502504,265.1399952301455
770,14,405,192,25,77,913,,415.1829134720701,237.08981380065717
770,4,626,202,31,93,1716,,640.0320512820513,252.94522144522145
770,13,501,235,44,96,2072,,521.0675675675676,290.6911196911197
771,8,737,53,31,44,954,,753.643605870021,70.56184486373165
771,15,684,131,24,65,675,,694.2459259259259,159.18814814814814
771,1,266,177,65,167,4163,,298.09800624549604,263.0936824405477
771,14,400,192,27,76,1164,,410.0773195876289,234.4106529209622
771,4,622,201,30,93,1485,,636.8936026936027,249.3043771043771
771,13,502,235,44,96,1989,,524.878833584716,289.89944695827046
772,8,737,53,31,44,965,,754.0134715025906,71.20518134715026
772,15,684,132,22,65,651,,693.3563748079877,160.53917050691246
772,1,262,175,75,170,4345,,301.03567318757194,253.35811277330265
772,14,377,197,44,75,1596,,398.296992481203,240.72744360902254
772,4,613,203,33,92,1639,,631.477730323368,255.48993288590603
772,13,521,236,40,99,1907,,536.3696906135291,287.4462506554798
773,8,737,52,31,45,991,,753.9798183652875,71.51261352169526
773,15,684,133,22,64,700,,692.9914285714286,162.01714285714286
773,1,260,175,84,170,4536,,304.07980599647266,254.4235008818342
773,14,374,198,44,75,1610,,392.64968944099377,242.21242236024844
773,4,609,202,37,93,1706,,629.383939038687,256.3821805392732
773,13,522,238,43,103,2068,,540.7287234042553,293.13442940038686
774,8,738,53,30,44,963,,754.6230529595016,72.25025960539979
774,15,684,133,21,64,762,,692.1889763779527,164.4317585301837
774,1,259,175,99,173,4589,,307.94988014818045,258.0631945957725
774,14,373,197,35,76,1436,,385.47562674094706,239.93662952646238
774,4,609,202,36,92,1706,,627.9466588511137,256.08323563892145
774,13,524,241,44,100,2019,,544.9653293709757,295.4388311045072
775,8,739,53,29,44,962,,754.427234927235,71.99064449064448
775,15,680,134,24,64,851,,690.5593419506463,166.81903642773207
775,5,257,175,68,84,2446,,288.113654946852,220.5858544562551
775,14,367,197,25,77,1146,,377.82897033158815,236.21640488656195
775,4,609,201,36,93,1692,,627.072695035461,254.74231678486998
775,13,530,241,36,100,1925,,548.6301298701298,296.28
775,25,320,253,45,98,2169,,336.7833102812356,307.17750115260486
776,8,736,52,32,45,985,,753.8710659898477,71.56345177664974
776,15,676,136,21,64,791,,686.9709228824273,169.11125158027812
776,5,253,172,36,78,1287,,267.29059829059827,214.7047397047397
776,1,299,180,32,77,1272,,311.7617924528302,224.1187106918239
776,25,329,200,60,152,3690,,354.0661246612466,282.7550135501355
776,4,609,200,32,95,1782,,625.145342312009,251.6358024691358
776,13,540,242,34,99,1946,,558.2312435765673,297.2728674203494
777,8,736,52,32,45,1002,,753.8682634730538,71.63872255489022
777,15,675,136,23,65,875,,684.9794285714286,169.5737142857143
777,5,251,173,34,75,1316,,264.1968085106383,217.96884498480244
777,1,300,183,29,73,1170,,314.47008547008545,221.23333333333332
777,25,334,199,50,153,3651,,354.89454943851,281.22459600109556
777,4,608,201,30,96,1796,,624.532293986637,251.55734966592428
777,13,546,244,38,99,2176,,563.2601102941177,300.5344669117647
778,8,736,52,32,45,1002,,753.8043912175649,71.52794411177645
778,15,673,136,24,65,804,,682.7798507462686,168.7363184079602
778,5,248,174,38,74,1299,,261.6004618937644,219.23633564280215
778,1,308,182,23,72,1095,,317.7488584474886,217.5853881278539
778,25,336,201,48,156,3137,,354.01243226012116,279.5575390500478
778,4,609,202,31,97,1876,,624.9728144989339,253.13912579957355
778,13,546,245,42,101,2195,,567.5640091116173,303.13804100227793
779,8,739,52,29,46,997,,754.3831494483451,71.71013039117352
779,15,670,137,22,41,498,,679.1546184738955,156.13453815261045
779,5,244,174,31,73,1171,,255.70794192997437,216.35781383432962
779,25,314,174,79,191,4970,,346.44607645875254,269.2911468812877
779,4,608,204,34,95,1993,,626.8233818364275,253.36176618163572
779,13,556,246,35,102,1917,,575.8836724047992,301.8596765779864
780,8,738,52,30,45,1002,,754.1966067864272,71.50199600798403
780,15,669,138,22,41,487,,678.0739219712526,157.69199178644763
780,5,241,171,29,76,1073,,252.1062441752097,212.45386766076422
780,25,311,174,88,192,4823,,348.74269127099313,273.93489529338586
780,4,609,206,35,94,2054,,627.8529698149952,254.73563777994158
780,13,567,247,31,105,2203,,581.0508397639583,302.6273263731276
781,8,736,51,32,46,1025,,754.0380487804878,70.99609756097561
781,15,668,139,23,39,496,,677.2379032258065,158.44959677419354
781,5,240,171,26,76,1077,,250.00649953574745,211.43918291550602
781,25,310,174,91,192,4953,,350.1007470220069,273.5784373107208
781,4,611,206,35,94,2121,,629.1089108910891,254.33333333333334
781,13,567,249,43,104,2574,,586.3896658896659,305.93278943278943
782,8,736,51,32,47,1002,,753.4091816367265,70.36526946107784
